Title,Link
Requirements Engineering for Trustworthy Human-AI Synergy in Software Engineering 2.0,https://ieeexplore.ieee.org/abstract/document/10628472/
Predictable Artificial Intelligence,https://arxiv.org/abs/2310.06167
Towards Evaluation Guidelines for Empirical Studies involving LLMs,https://arxiv.org/abs/2411.07668
Utilizing Large LanguageModels to Detect Privacy Leaks in Mini-App Code,https://arxiv.org/abs/2402.07367
FoC: Figure out the Cryptographic Functions in Stripped Binaries with LLMs,https://arxiv.org/abs/2403.18403
Detecting Misuse of Security APIs: A Systematic Review,https://arxiv.org/abs/2306.08869
Understanding Defects in Generated Codes by Language Models,https://ieeexplore.ieee.org/abstract/document/10837857/
Exploring large language models for method name prediction,https://ieeexplore.ieee.org/abstract/document/10684588/
"Don't Transform the Code, Code the Transforms: Towards Precise Code Rewriting using LLMs",https://arxiv.org/abs/2410.08806
Toward Automated Simulation Research Workflow through LLM Prompt Engineering Design,https://pubs.acs.org/doi/abs/10.1021/acs.jcim.4c01653
Look Before You Leap: An Exploratory Study of Uncertainty Analysis for Large Language Models,https://ieeexplore.ieee.org/abstract/document/10820047/
Using large language models to support software engineering documentation in waterfall life cycles: Are we there yet?,https://ceur-ws.org/Vol-3762/523.pdf
MonoCoder: Domain-Specific Code Language Model for HPC Codes and Tasks,https://arxiv.org/abs/2312.13322
DynaCode: A Dynamic Complexity-Aware Code Benchmark for Evaluating Large Language Models in Code Generation,https://arxiv.org/abs/2503.10452
Quantizing Large Language Models for Code Generation: A Differentiated Replication,https://arxiv.org/abs/2503.07103
Retrospective: Data Mining Static Code Attributes to Learn Defect Predictors,https://ieeexplore.ieee.org/abstract/document/10869331/
Redefining crowdsourced test report prioritization: An innovative approach with large language model,https://www.sciencedirect.com/science/article/pii/S0950584924002349
Software Engineering by and for Humans in an AI Era,https://nzjohng.github.io/publications/papers/tosem2025_1.pdf
Measuring model alignment for code clone detection using causal interpretation,https://link.springer.com/article/10.1007/s10664-024-10583-0
The role of library versions in Developer-ChatGPT conversations,https://dl.acm.org/doi/abs/10.1145/3643991.3645075
Resource-Efficient & Effective Code Summarization,https://arxiv.org/abs/2502.03617
AdaptSR: Low-Rank Adaptation for Efficient and Scalable Real-World Super-Resolution,https://arxiv.org/abs/2503.07748
Software development in the age of intelligence: embracing large language models with the right approach,https://link.springer.com/article/10.1631/FITEE.2300537
Less is More: Towards Green Code Large Language Models via Unified Structural Pruning,https://arxiv.org/abs/2412.15921
Can ChatGPT implement finite element models for geotechnical engineering applications?,https://onlinelibrary.wiley.com/doi/abs/10.1002/nag.3956
A demonstration of end-user code customization using generative ai,https://dl.acm.org/doi/abs/10.1145/3634713.3634732
A Preliminary Study of Multilingual Code Language Models for Code Generation Task Using Translated Benchmarks,https://dl.acm.org/doi/abs/10.1145/3691621.3694939
DBox: Scaffolding Algorithmic Programming Learning through Learner-LLM Co-Decomposition,https://arxiv.org/abs/2502.19133
ChatDyn: Language-Driven Multi-Actor Dynamics Generation in Street Scenes,https://arxiv.org/abs/2412.08685
A Human Behavior Exploration Approach Using LLMs for Cyber-Physical Systems,https://dl.acm.org/doi/abs/10.1145/3652620.3687806
A Framework for Using LLMs for Repository Mining Studies in Empirical Software Engineering,https://fpalomba.github.io/pdf/Conferencs/C89.pdf
LLM Assistance for Memory Safety,https://www.computer.org/csdl/proceedings-article/icse/2025/056900a280/215aWGsmiuA
StackRAG Agent: Improving Developer Answers with Retrieval-Augmented Generation,https://ieeexplore.ieee.org/abstract/document/10795043/
How Good Is It? Evaluating the Efficacy of Common versus Domain-Specific Prompts on Foundational Large Language Models,https://www.researchgate.net/profile/Oluyemi-Amujo-2/publication/382302471_How_Good_Is_It_Evaluating_the_Efficacy_of_Common_versus_Domain-Specific_Prompts_on_Foundational_Large_Language_Models/links/66996bcd02e9686cd10da7a0/How-Good-Is-It-Evaluating-the-Efficacy-of-Common-versus-Domain-Specific-Prompts-on-Foundational-Large-Language-Models.pdf
Software maintenance practices using agile methods towards cloud environment: A systematic mapping,https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.2698
Obstacle Analysis in Requirements Engineering: Retrospective and Emerging Challenges,https://ieeexplore.ieee.org/abstract/document/10855876/
SAGE: Steering and Refining Dialog Generation with State-Action Augmentation,https://arxiv.org/abs/2503.03040
Exploring the chatgpt approach for bidirectional traceability problem between design models and code,https://arxiv.org/abs/2309.14992
Evaluating the Effectiveness of Small Language Models in Detecting Refactoring Bugs,https://arxiv.org/abs/2502.18454
Benchmarking Large Language Models for Multi-Language Software Vulnerability Detection,https://arxiv.org/abs/2503.01449
Enhancing model-driven reverse engineering using machine learning,https://dl.acm.org/doi/abs/10.1145/3639478.3639797
"Anchor Attention, Small Cache: Code Generation with Large Language Models",https://arxiv.org/abs/2411.06680
Systematic Literature Review of Prompt Engineering Patterns in Software Engineering,https://ieeexplore.ieee.org/abstract/document/10633588/
Steering Large Language Models between Code Execution and Textual Reasoning,https://arxiv.org/abs/2410.03524
Feedback on Feedback: Student's Perceptions for Feedback from Teachers and Few-Shot LLMs,https://dl.acm.org/doi/abs/10.1145/3706468.3706479
IDEs in the age of LLMs and XR,https://dl.acm.org/doi/abs/10.1145/3643796.3648457
Toward Neurosymbolic Program Comprehension,https://arxiv.org/abs/2502.01806
Investigating Execution-Aware Language Models for Code Optimization,https://arxiv.org/abs/2503.08228
In-Context Code-Text Learning for Bimodal Software Engineering,https://arxiv.org/abs/2410.18107
ChatGPT and Other Large Language Models in Medical Education—Scoping Literature Review,https://link.springer.com/article/10.1007/s40670-024-02206-6
Evaluating Coding Proficiency of Large Language Models: An Investigation through Machine Learning Problems,https://ieeexplore.ieee.org/abstract/document/10937484/
Hotfixing Large Language Models for Code,https://arxiv.org/abs/2408.05727
Mobile app review analysis for crowdsourcing of software requirements: a mapping study of automated and semi-automated tools,https://peerj.com/articles/cs-2401/
Optimizing the Utilization of Large Language Models via Schedule Optimization: An Exploratory Study,https://dl.acm.org/doi/abs/10.1145/3674805.3686671
Just-In-Time Detection of Outdated Comments in Software Development by Jointly Reasoning,https://ieeexplore.ieee.org/abstract/document/10856272/
Can We Make Code Green? Understanding Trade-Offs in LLMs vs. Human Code Optimizations,https://arxiv.org/abs/2503.20126
The Impact of Generative AI Coding Assistants on Developers Who Are Visually Impaired,https://arxiv.org/abs/2503.16491
Towards Trustworthy Retrieval Augmented Generation for Large Language Models: A Survey,https://arxiv.org/abs/2502.06872
Distilling Desired Comments for Enhanced Code Review with Large Language Models,https://arxiv.org/abs/2412.20340
Towards improving large language models' planning capabilities on wot thing descriptions by generating python objects as intermediary representations,https://ceur-ws.org/Vol-3749/akr3-06.pdf
On the Compression of Language Models for Code: An Empirical Study on CodeBERT,https://arxiv.org/abs/2412.13737
Needle Threading: Can LLMs Follow Threads through Near-Million-Scale Haystacks?,https://arxiv.org/abs/2411.05000
How Much Do Code Language Models Remember? An Investigation on Data Extraction Attacks before and after Fine-tuning,https://arxiv.org/abs/2501.17501
"Efficient and Green Large Language Models for Software Engineering: Literature Review, Vision, and the Road Ahead",https://arxiv.org/abs/2404.04566
Exploring the Role of Teachable AI Agents' Personality Traits in Shaping Student Interaction and Learning in Mathematics Education,https://dl.acm.org/doi/abs/10.1145/3706468.3706532
AaceGEN: Attention Guided Adversarial Code Example Generation for Deep Code Models,https://dl.acm.org/doi/abs/10.1145/3691620.3695500
Can Large Language Models Improve SE Active Learning via Warm-Starts?,https://arxiv.org/abs/2501.00125
LEGION: Harnessing Pre-trained Language Models for GitHub Topic Recommendations with Distribution-Balance Loss,https://dl.acm.org/doi/abs/10.1145/3661167.3661168
Evaluating Source Code Quality with Large Language Models: a comparative study,https://dl.acm.org/doi/abs/10.1145/3701625.3701650
ECO: An LLM-Driven Efficient Code Optimizer for Warehouse Scale Computers,https://arxiv.org/abs/2503.15669
Program Slicing in the Era of Large Language Models,https://arxiv.org/abs/2409.12369
ACECode: A Reinforcement Learning Framework for Aligning Code Efficiency and Correctness in Code Language Models,https://arxiv.org/abs/2412.17264
A Large-scale Empirical Study on Fine-tuning Large Language Models for Unit Testing,https://arxiv.org/abs/2412.16620
Automated extraction of research software installation instructions from readme files: An initial analysis,https://library.oapen.org/bitstream/handle/20.500.12657/93249/1/978-3-031-65794-8.pdf#page=124
Automatic High-Level Test Case Generation using Large Language Models,https://arxiv.org/abs/2503.17998
Bridging HCI and AI Research for the Evaluation of Conversational SE Assistants,https://arxiv.org/abs/2502.07956
Unveiling Inefficiencies in LLM-Generated Code: Toward a Comprehensive Taxonomy,https://arxiv.org/abs/2503.06327
Large Language Models as Narrative-Driven Recommenders,https://arxiv.org/abs/2410.13604
Generating refactored code accurately using reinforcement learning,https://arxiv.org/abs/2412.18035
Large Language Models as All-in-one Operators for Genetic Improvement,https://dl.acm.org/doi/abs/10.1145/3638530.3654408
Harnessing Large Language Models for Curated Code Reviews,https://arxiv.org/abs/2502.03425
Detecting Scams Using Large Language Models,https://www.researchgate.net/profile/Liming-Jiang-9/publication/377955784_Detecting_Scams_Using_Large_Language_Models/links/65bf11f234bbff5ba7ec7e17/Detecting-Scams-Using-Large-Language-Models.pdf
Generative AI and Empirical Software Engineering: A Paradigm Shift,https://arxiv.org/abs/2502.08108
Os agents: A survey on mllm-based agents for general computing devices use,https://www.preprints.org/frontend/manuscript/3842b6163d82801988adf663ee18b6d5/download_pub
Is Reuse All You Need? A Systematic Comparison of Regular Expression Composition Strategies,https://arxiv.org/abs/2503.20579
Think Like Human Developers: Harnessing Community Knowledge for Structured Code Reasoning,https://arxiv.org/abs/2503.14838
Large Language Models in Software Security: A Survey of Vulnerability Detection Techniques and Insights,https://arxiv.org/abs/2502.07049
RECOVER: Toward the Automatic Requirements Generation from Stakeholders' Conversations,https://arxiv.org/abs/2411.19552
Automatically Recommend Code Updates: Are We There Yet?,https://arxiv.org/abs/2209.07048
Developer Challenges on Large Language Models: A Study of Stack Overflow and OpenAI Developer Forum Posts,https://arxiv.org/abs/2411.10873
A Real-World Benchmark for Evaluating Fine-Grained Issue Solving Capabilities of Large Language Models,https://arxiv.org/abs/2411.18019
Automated detection of atomicity violations in large-scale systems,https://arxiv.org/abs/2504.00521
Automated Derivation of UML Sequence Diagrams from User Stories: Unleashing the Power of Generative AI vs. a Rule-Based Approach,https://dl.acm.org/doi/abs/10.1145/3640310.3674081
Large Language Model assisted Hybrid Fuzzing,https://arxiv.org/abs/2412.15931
Towards Refining Developer Questions using LLM-Based Named Entity Recognition for Developer Chatroom Conversations,https://arxiv.org/abs/2503.00673
A Layered Architecture for Developing and Enhancing Capabilities in Large Language Model-based Software Systems,https://arxiv.org/abs/2411.12357
Collaboration to Repository-Level Vulnerability Detection,https://dl.acm.org/doi/abs/10.1145/3650212.3685562
Tutorial Report on Legacy Software Modernization: A Journey From Non-AI to Generative AI Approaches,https://dl.acm.org/doi/abs/10.1145/3641399.3641434
Beyond pip install: Evaluating LLM Agents for the Automated Installation of Python Projects,https://arxiv.org/abs/2412.06294
Leveraging Metamemory Mechanisms for Enhanced Data-Free Code Generation in LLMs,https://arxiv.org/abs/2501.07892
Detecting LLM Fact-conflicting Hallucinations Enhanced by Temporal-logic-based Reasoning,https://arxiv.org/abs/2502.13416
"Code Change Intention, Development Artifact and History Vulnerability: Putting Them Together for Vulnerability Fix Detection by LLM",https://arxiv.org/abs/2501.14983
Promptware Engineering: Software Engineering for LLM Prompt Development,https://arxiv.org/abs/2503.02400
Agentic Bug Reproduction for Effective Automated Program Repair at Google,https://arxiv.org/abs/2502.01821
Correctness Assessment of Code Generated by Large Language Models Using Internal Representations,https://arxiv.org/abs/2501.12934
Language Artificial Intelligence at a Crossroads: Deciphering the Future of Small and Large Language Models,https://ieeexplore.ieee.org/abstract/document/10632605/
"Leveraging LLMs, IDEs, and Semantic Embeddings for Automated Move Method Refactoring",https://arxiv.org/abs/2503.20934
LessLeak-Bench: A First Investigation of Data Leakage in LLMs Across 83 Software Engineering Benchmarks,https://arxiv.org/abs/2502.06215
The Next Frontier of LLM Applications: Open Ecosystems and Hardware Synergy,https://arxiv.org/abs/2503.04596
"Less Noise, More Signal: DRR for Better Optimizations of SE Tasks",https://arxiv.org/abs/2503.21086
Trading Devil Final: Backdoor attack via Stock market and Bayesian Optimization,https://arxiv.org/abs/2407.14573
LLMs for Generation of Architectural Components: An Exploratory Empirical Study in the Serverless World,https://arxiv.org/abs/2502.02539
From Cool Demos to Production-Ready FMware: Core Challenges and a Technology Roadmap,https://arxiv.org/abs/2410.20791
Can LLMs Replace Human Evaluators? An Empirical Study of LLM-as-a-Judge in Software Engineering,https://arxiv.org/abs/2502.06193
Leveraging Prompt-based Large Language Models for Code Smell Detection: A Comparative Study on the MLCQ Dataset,https://link.springer.com/chapter/10.1007/978-3-031-86149-9_42
Protect Your Secrets: Understanding and Measuring Data Exposure in VSCode Extensions,https://arxiv.org/abs/2412.00707
Code-as-Symbolic-Planner: Foundation Model-Based Robot Planning via Symbolic Code Generation,https://arxiv.org/abs/2503.01700
On coordinating llms and platform knowledge for software modernization and new developments,https://ieeexplore.ieee.org/abstract/document/10664288/
"Don't Train, Just Prompt: Towards a Prompt Engineering Approach for a More Generative Container Orchestration Management.",https://www.researchgate.net/profile/Nane-Kratzke/publication/379759309_Don't_Train_Just_Prompt_Towards_a_Prompt_Engineering_Approach_for_a_More_Generative_Container_Orchestration_Management/links/663c9faf06ea3d0b7443db6d/Dont-Train-Just-Prompt-Towards-a-Prompt-Engineering-Approach-for-a-More-Generative-Container-Orchestration-Management.pdf
"Unify and Triumph: Polyglot, Diverse, and Self-Consistent Generation of Unit Tests with LLMs",https://arxiv.org/abs/2503.16144
Born with a Silver Spoon: On the (In) Security of Native Granted App Privileges in Custom Android ROMs,https://www.computer.org/csdl/proceedings-article/sp/2025/223600a017/21B7Q8CX9fO
Automatically Analyzing Performance Issues in Android Apps: How Far Are We?,https://arxiv.org/abs/2407.05090
Enhancing the Accuracy and Comprehensibility in Architectural Tactics Detection via Small Model-Augmented Prompt Engineering,https://arxiv.org/abs/2503.03609
CPLS: Optimizing the Assignment of LLM Queries,https://ieeexplore.ieee.org/abstract/document/10795114/
Fault Localization via Fine-tuning Large Language Models with Mutation Generated Stack Traces,https://arxiv.org/abs/2501.18005
SDC-estimator: an effectual software defect count estimation technique for the upcoming version of software project,https://link.springer.com/article/10.1007/s11334-025-00601-9
Prompt engineering and its implications on the energy consumption of Large Language Models,https://arxiv.org/abs/2501.05899
Enhancing Repository-Level Software Repair via Repository-Aware Knowledge Graphs,https://arxiv.org/abs/2503.21710
GPT-Powered Elicitation Interview Script Generator for Requirements Engineering Training,https://ieeexplore.ieee.org/abstract/document/10628455/
Beyond Memorization: Evaluating the True Type Inference Capabilities of LLMs for Java Code Snippets,https://arxiv.org/abs/2503.04076
Do LLMs Provide Links to Code Similar to what they Generate? A Study with Gemini and Bing CoPilot,https://arxiv.org/abs/2501.12134
Can LLMs Reason About Program Semantics? A Comprehensive Evaluation of LLMs on Formal Specification Inference,https://arxiv.org/abs/2503.04779
Whose Morality Do They Speak? Unraveling Cultural Bias in Multilingual Language Models,https://arxiv.org/abs/2412.18863
Addressing Popularity Bias in Third-Party Library Recommendations Using LLMs,https://arxiv.org/abs/2501.10313
Exploring the Potential of Llama Models in Automated Code Refinement: A Replication Study,https://arxiv.org/abs/2412.02789
Large Language Models and Code Security: A Systematic Literature Review,https://arxiv.org/abs/2412.15004
ControlAgent: Automating Control System Design via Novel Integration of LLM Agents and Domain Expertise,https://arxiv.org/abs/2410.19811
SENAI: Towards Software Engineering Native Generative Artificial Intelligence,https://arxiv.org/abs/2503.15282
Understanding the Effectiveness of LLMs in Automated Self-Admitted Technical Debt Repayment,https://arxiv.org/abs/2501.09888
LLM-Cure: LLM-based Competitor User Review Analysis for Feature Enhancement,https://arxiv.org/abs/2409.15724
LLMSecConfig: An LLM-Based Approach for Fixing Software Container Misconfigurations,https://arxiv.org/abs/2502.02009
AI for Science in Electrochemical Energy Storage: A Multi-Scale Systems Perspective on Transportation Electrification,https://www.cell.com/nexus/fulltext/S2950-1601(24)00024-X
"I Can't Share Code, but I need Translation--An Empirical Study on Code Translation through Federated LLM",https://arxiv.org/abs/2501.05724
"Large Language Models (LLMs) for Source Code Analysis: applications, models and datasets",https://arxiv.org/abs/2503.17502
Trust Calibration in IDEs: Paving the Way for Widespread Adoption of AI Refactoring,https://arxiv.org/abs/2412.15948
Evaluating the Efficacy of Foundational Models: Advancing Benchmarking Practices to Enhance Fine-Tuning Decision-Making,https://arxiv.org/abs/2407.11006
Assessing UML Models by ChatGPT: Implications for Education,https://arxiv.org/abs/2412.17200
Don't Complete It! Preventing Unhelpful Code Completion for Productive and Sustainable Neural Code Completion Systems,https://dl.acm.org/doi/abs/10.1145/3688831
Distributed Approach to Haskell Based Applications Refactoring with LLMs Based Multi-Agent Systems,https://arxiv.org/abs/2502.07928
An Empirical Study of Large Language Models for Type and Call Graph Analysis,https://arxiv.org/abs/2410.00603
An LLM-based Agent for Reliable Docker Environment Configuration,https://arxiv.org/abs/2502.13681
LogiAgent: Automated Logical Testing for REST Systems with LLM-Based Multi-Agents,https://arxiv.org/abs/2503.15079
"LLMs' Reshaping of People, Processes, Products, and Society in Software Development: A Comprehensive Exploration with Early Adopters",https://arxiv.org/abs/2503.05012
Code Green: Evaluating the Carbon and Energy Implications of LLM Integration in Software Development,http://essay.utwente.nl/105219/
Teamwork makes the dream work: LLMs-Based Agents for GitHub README. MD Summarization,https://arxiv.org/abs/2503.10876
Doc2Oracle: Investigating the Impact of Javadoc Comments on Test Oracle Generation,https://arxiv.org/abs/2412.09360
OriginPruner: Leveraging Method Origins for Guided Call Graph Pruning,https://arxiv.org/abs/2412.09110
ECG: Augmenting Embedded Operating System Fuzzing via LLM-Based Corpus Generation,https://ieeexplore.ieee.org/abstract/document/10745813/
Automating a Complete Software Test Process Using LLMs: An Automotive Case Study,https://arxiv.org/abs/2502.04008
PromptDeck: A No-Code Platform for Modular Prompt Engineering,https://dl.acm.org/doi/abs/10.1145/3652620.3688336
Beyond Accuracy and Robustness Metrics for Large Language Models for Code,https://dl.acm.org/doi/abs/10.1145/3639478.3639792
Exploring the Evidence-Based Beliefs and Behaviors of LLM-Based Programming Assistants,https://arxiv.org/abs/2407.13900
Gauging Tech Community Acceptance of Rapid Prototyping in Unfamiliar Programming Languages using LLM Chatbots,https://dl.acm.org/doi/abs/10.1145/3643795.3648393
LLM4VV: Exploring LLM-as-a-Judge for Validation and Verification Testsuites,https://ieeexplore.ieee.org/abstract/document/10820751/
Search+ LLM-based testing for ARM simulators,https://discovery.ucl.ac.uk/id/eprint/10203327/
Automated Refactoring of Non-Idiomatic Python Code: A Differentiated Replication with LLMs,https://arxiv.org/abs/2501.17024
A First Look at LLM-powered Smartphones,https://dl.acm.org/doi/abs/10.1145/3691621.3694952
RAGProbe: An Automated Approach for Evaluating RAG Applications,https://arxiv.org/abs/2409.19019
"Generative AI for Software Architecture. Applications, Trends, Challenges, and Future Directions",https://arxiv.org/abs/2503.13310
Can We Predict the Effect of Prompts?,https://arxiv.org/abs/2501.18883
Static and Adaptive Planning with WoT TD by Generating Python Objects as Intermediary Representations Using Large Language Models,https://link.springer.com/chapter/10.1007/978-3-031-78955-7_21
Hidden Darkness in LLM-Generated Designs: Exploring Dark Patterns in Ecommerce Web Components Generated by LLMs,https://arxiv.org/abs/2502.13499
Combining NLP and Generative Models for Predicting Incident Category and Incident Routing in Incidents Management Systems,https://link.springer.com/chapter/10.1007/978-3-031-65014-7_7
Towards a Classification of Open-Source ML Models and Datasets for Software Engineering,https://arxiv.org/abs/2411.09683
Learning from Failures: Translation of Natural Language Requirements into Linear Temporal Logic with Large Language Models,https://ieeexplore.ieee.org/abstract/document/10684640/
Voices from the Frontier: A Comprehensive Analysis of the OpenAI Developer Forum,https://arxiv.org/abs/2408.01687
Beyond Keywords: A Context-based Hybrid Approach to Mining Ethical Concern-related App Reviews,https://arxiv.org/abs/2411.07398
Enhancing AI Tutoring in Robotics Education: Evaluating the Effect of Retrieval-Augmented Generation and Fine-Tuning on Large Language Models,https://www.uni-muenster.de/imperia/md/content/angewandteinformatik/aktivitaeten/publikationen/enhancing_ai_tutoring_in_robotics_education_-_2024.pdf
Using ChatGPT to refine draft conceptual schemata in supply-driven design of multidimensional cubes,https://arxiv.org/abs/2502.02238
From PowerPoint UI Sketches to Web-Based Applications: Pattern-Driven Code Generation for GIS Dashboard Development Using Knowledge-Augmented LLMs …,https://arxiv.org/abs/2502.08756
SparseCoder: Advancing source code analysis with sparse attention and learned token pruning,https://link.springer.com/article/10.1007/s10664-024-10558-1
The importance of visual modelling languages in generative software engineering,https://arxiv.org/abs/2411.17976
BugOut: Automated Test Generation and Bug Detection for Low-Code,https://ieeexplore.ieee.org/abstract/document/10638513/
Goal2Story: A Multi-Agent Fleet based on Privately Enabled sLLMs for Impacting Mapping on Requirements Elicitation,https://arxiv.org/abs/2503.13279
Experiences from Using LLMs for Repository Mining Studies in Empirical Software Engineering,https://arxiv.org/abs/2411.09974
LLMs: A Game-Changer for Software Engineers?,https://arxiv.org/abs/2411.00932
Using Code Generation to Solve Open Instances of Combinatorial Design Problems,https://arxiv.org/abs/2501.17725
Boundary Value Test Input Generation Using Prompt Engineering with LLMs: Fault Detection and Coverage Analysis,https://arxiv.org/abs/2501.14465
Establishing Traceability Between Natural Language Requirements and Software Artifacts by Combining RAG and LLMs,https://link.springer.com/chapter/10.1007/978-3-031-75872-0_16
A Context-Driven Approach for Co-Auditing Smart Contracts with The Support of GPT-4 code interpreter,https://arxiv.org/abs/2406.18075
ContextModule: Improving Code Completion via Repository-level Contextual Information,https://arxiv.org/abs/2412.08063
ENHANCING JOB ROTATION ONBOARDING IN THE MALAYSIAN PUBLIC SECTOR: A NotebookLM Large Language Model Case Study,http://www.cambridge.org/engage/coe/article-details/67c7f9146dde43c9088f576a
LLM Interactive Optimization of Open Source Python Libraries--Case Studies and Generalization,https://arxiv.org/abs/2312.14949
"Evaluating Software Development Agents: Patch Patterns, Code Quality, and Issue Complexity in Real-World GitHub Scenarios",https://arxiv.org/abs/2410.12468
A State-of-the-Practice Release-Readiness Checklist for Generative AI-Based Software Products: A Gray Literature Survey,https://www.computer.org/csdl/magazine/so/2025/01/10630805/1Zfjja4gNmE
Enhancing Software Design and Developer Experience Via LLMs,https://dl.acm.org/doi/abs/10.1145/3691620.3695606
AIGCodeSet: A New Annotated Dataset for AI Generated Code Detection,https://arxiv.org/abs/2412.16594
On the Possibility of Breaking Copyleft Licenses When Reusing Code Generated by ChatGPT,https://arxiv.org/abs/2502.05023
Optimizing Pre-trained Code Embeddings with Triplet Loss for Code Smell Detection,https://ieeexplore.ieee.org/abstract/document/10890964/
Checking Transaction Isolation Violations Using Graph Queries,https://link.springer.com/chapter/10.1007/978-3-031-64285-2_11
Generating P4 Dataplanes Using LLMs,https://ieeexplore.ieee.org/abstract/document/10635926/
GPT vs Human for Scientific Reviews: A Dual Source Review on Applications of ChatGPT in Science,"https://www.dl.begellhouse.com/journals/558048804a15188a,forthcoming,52432.html?utm_source=TrendMD&utm_medium=cpc&utm_campaign=Journal_of_Machine_Learning_for_Modeling_and_Computing_TrendMD_1"
CommitShield: Tracking Vulnerability Introduction and Fix in Version Control Systems,https://arxiv.org/abs/2501.03626
Refactoring for Dockerfile Quality: A Dive into Developer Practices and Automation Potential,https://arxiv.org/abs/2501.14131
Landscape and Taxonomy of Prompt Engineering Patterns in Software Engineering,https://ieeexplore.ieee.org/abstract/document/10893869/
Addressing Data Leakage in HumanEval Using Combinatorial Test Design,https://arxiv.org/abs/2412.01526
Language models for generating programming questions with varying difficulty levels,https://epsir.net/index.php/epsir/article/view/760
Neural Fault Injection: Generating Software Faults from Natural Language,https://ieeexplore.ieee.org/abstract/document/10647083/
Application of large language models in diagnostics and maintenance of aircraft propulsion systems,https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-fb5a647c-219b-477c-af99-2f96a510abf5
Advancing Formal Verification: Fine-Tuning LLMs for Translating Natural Language Requirements to CTL Specifications,https://ieeexplore.ieee.org/abstract/document/10870993/
Local Search-based Approach for Cost-effective Job Assignment on Large Language Models,https://dl.acm.org/doi/abs/10.1145/3638530.3654104
Finding Missed Code Size Optimizations in Compilers using Large Language Models,https://dl.acm.org/doi/abs/10.1145/3708493.3712686
Large Language Models as Advanced Data Preprocessors: Transforming Unstructured Text into Fine-Tuning Datasets,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1879125
Towards Automated Recovery of Links Between Code Commits and Requirements–Initial Results,https://link.springer.com/chapter/10.1007/978-3-031-78386-9_29
O Impacto Operacional e Social dos Grandes Modelos de Linguagem e Automação na Indústria/The Operational and Social Impact of Large Language Models and …,http://www4.unifsa.com.br/revista/index.php/fsa/article/view/3066
Can LLMs Assist Computer Education? an Empirical Case Study of DeepSeek,https://arxiv.org/abs/2504.00421
Large Language Model for Practical Evaluation in Cloud Computing with Applications of Real World Data,https://ieeexplore.ieee.org/abstract/document/10840404/
The Potential of LLMs in Automating Software Testing: From Generation to Reporting,https://arxiv.org/abs/2501.00217
Detecting AI-Generated Text Using Fine-Tuned Transformers: A Study on Academic Integrity,https://link.springer.com/chapter/10.1007/978-3-031-83796-8_16
A Systematic Mapping Study of LLM Applications in Mobile Device Research,https://link.springer.com/chapter/10.1007/978-981-96-0055-7_14
Quality Assurance for LLM-Generated Test Cases: A Systematic Literature Review,https://ieeexplore.ieee.org/abstract/document/10844968/
Certifying Generative AI: Retrieval-Augmented Generation Chatbots in High-Stakes Environments,https://ieeexplore.ieee.org/abstract/document/10660589/
Can I Teach Graph Rewriting to My Chatbot?,https://link.springer.com/chapter/10.1007/978-3-031-64285-2_12
Web Personalization with Large Language Models: Challenges and Future Trends,https://link.springer.com/chapter/10.1007/978-981-97-8669-5_21
Overview of Current Challenges in Multi-architecture Software Engineering,https://books.google.com/books?hl=pt-BR&lr=&id=mpdSEQAAQBAJ&oi=fnd&pg=PA74&ots=NXqDou9Iyf&sig=skv_84F_v-vLzsg3cyYeCEmpKw4
Search+ LLM-based Testing for ARM Simulators,https://kclpure.kcl.ac.uk/portal/en/publications/searchllm-based-testing-for-arm-simulators
Development and Validation of AI-Driven NLP Algorithms for Chatbots in Requirement Engineering,https://link.springer.com/chapter/10.1007/978-3-031-60433-1_9
Leveraging Artificial Intelligence Tools for Learning: Academic Integrity and Ethics in Higher Education in Kenya,https://www.igi-global.com/chapter/leveraging-artificial-intelligence-tools-for-learning/359753
Practical Assessment of Large Language Models in Cloud Computing Using Real-World Data Applications,https://ieeexplore.ieee.org/abstract/document/10803266/
Integrating Generative AI for Enhanced Automation in System Design Processes,https://ieeexplore.ieee.org/abstract/document/10710979/
Human-Machine Teaming and Team Effectiveness in AI tools for Software Engineering,https://oro.open.ac.uk/102227/
Leveraging Prompt-Based Large Language,https://books.google.com/books?hl=pt-BR&lr=&id=nNJSEQAAQBAJ&oi=fnd&pg=PA444&ots=awyO9qzhWq&sig=vOsI1A1xZYEel6IK7y-thJyl56c
"Prompt Engineering as Code (PEaC): an approach for building modular, reusable, and portable prompts",https://ieeexplore.ieee.org/abstract/document/10852434/
Static and Binary Source Code Vulnerability Analysis With Transformer-Based Generative Models,https://search.proquest.com/openview/de2b81235db458506527462f5ccdec0f/1?pq-origsite=gscholar&cbl=18750&diss=y
The Iterative Query Knowledge Graph Completion Strategy,https://ieeexplore.ieee.org/abstract/document/10871566/
AI in Finance and Information Overload,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5163754
"Dataset Development for LLMs4Code: Licensing, Contamination, and Reproducibility Challenges",https://repository.tudelft.nl/record/uuid:7835fc92-d525-4b36-a5ff-b290c43ac294
